playerID,firstName,lastName,age,dob,height,weight,countryID,sportID
45,Laetitia,Rosbotham,31,01-12-1955,4.46,58.56,CYP,46
46,Ray,Eastham,32,25-09-1983,4.48,73.64,TTO,45
47,Scarlett,Rolinson,47,23-01-1969,6.08,107.66,KAZ,24
48,Lea,Mesnard,52,21-04-1907,4.69,104.1,GDR,25
49,Andres,Hise,34,06-07-1996,5.14,106.96,RWA,5
50,Kerr,Arnaldo,30,10-04-1979,6.06,62.53,BHU,3
51,Eilis,Norcott,40,01-05-1938,6.58,79.22,NZL,15
52,Willey,Dzenisenka,38,24-02-1988,4.98,71.95,GHA,11
53,Cassie,Lattimore,50,31-05-1905,6.87,94.25,MAW,24
54,Candis,Andren,44,28-06-1908,4.37,72.54,NAM,5
55,Holly,Ponter,45,23-09-1991,6.26,61.91,SKN,39
56,Wylie,Smallpeice,51,03-02-1999,4.59,83.44,GDR,41
57,Cherice,Jorioz,47,01-05-1919,6.89,89.17,SVK,6
58,Ilka,Newborn,63,27-02-1915,5.82,69.94,TCH,6
59,Courtnay,Austick,59,21-03-2000,4.39,101.49,VNM,36
60,Cati,Blease,24,28-03-1993,5.27,83.73,SAM,24
61,Geralda,Abell,59,21-08-1943,6.48,98.5,YEM,34
62,Norah,Drew-Clifton,45,06-02-1927,5.89,64.92,CRO,56
63,Nobie,Dallender,29,01-07-1944,4.56,54.59,LBA,45
64,Alric,Minchinden,52,18-02-1914,4.07,93.22,DEN,1
65,Myrtie,Danilov,52,14-07-1920,6.27,95.34,BOL,7
66,Gareth,Dunphy,35,05-04-1976,5.81,75.04,LAT,12
67,Prisca,Cullington,65,09-01-1940,4.66,92.32,GRN,34
68,Katuscha,Fatkin,18,05-09-1928,6.89,91.94,COD,37
69,Gertrud,Yven,22,06-05-1979,6.05,90.17,RUS,57
70,Melodee,Washbrook,22,01-01-1906,5.23,80.84,MNE,34
71,Gert,Corwood,44,27-02-1905,6.85,59.28,BUL,3
72,Sadye,Foxworthy,20,21-06-1918,4.12,74.45,FIN,34
73,Angele,Townend,56,20-01-1908,5.73,51.97,COR,40
74,Shirline,McTear,26,25-06-1973,5.22,100.15,CGO,60
75,Tiffanie,Pestricke,31,17-05-1975,5.17,92.51,GER,47
76,Skylar,Blockley,64,15-04-1915,6.81,108.02,BEL,15
77,Dilan,Dorran,42,18-04-1985,4.69,61.98,INA,1
78,Blayne,Bendelow,30,27-05-1957,6,106.26,SUI,4
79,Leigh,Leadley,32,15-10-1937,5,106.22,UGA,29
80,Olwen,Lutsch,31,26-07-1910,5.19,104.8,PNG,29
81,Maxie,Werner,48,03-07-1963,5.03,108.8,MYA,18
82,Ester,Jillings,49,12-06-1965,6.37,66.87,SRI,23
83,Granger,Mc Faul,57,30-04-1959,4.1,95.75,MDA,44
84,Manolo,Savile,62,17-02-1937,6.62,108.17,CRC,6
85,Lennard,Aldersey,29,19-04-1961,5.81,51.99,CMR,19
86,Baxter,Weber,33,04-04-1985,6.07,91.87,NBO,26
87,Tallulah,Armin,58,11-01-1943,4.32,53,ERI,24
88,Andrej,Cordsen,62,17-11-1939,5.41,66.37,LES,14
89,Andee,Haughton,57,22-02-1918,4.24,93.1,SLO,4
90,Tann,Jebb,54,01-04-1975,4.8,101.53,GUM,10
91,Tera,Stoak,33,07-11-1934,6.12,81.67,SGP,38
92,Fanchette,Aldwinckle,40,05-04-1987,4.23,56.3,MEX,21
93,Ulberto,Lafontaine,43,03-08-1997,4.35,51.7,JOR,48
94,Christye,Andrez,40,20-02-1967,5.67,85.05,NBO,44
95,Durant,Baythorp,37,03-06-1992,6.14,62.56,CGO,32
96,Willy,Zamorano,26,20-12-1950,6.62,51.19,FSM,5
97,Lusa,Donan,50,12-04-1902,5.24,109.43,ALG,16
98,Kaleena,Moraleda,61,06-09-1928,6.47,66.57,BRU,4
99,Caria,Nolan,61,17-12-1914,4.36,88.66,URU,15
100,Brittan,Woodroof,19,24-02-1939,4.78,81.93,MTN,36
101,Hillary,Backshall,19,16-12-1906,6.62,89.9,BDI,9
102,Bail,Cronkshaw,23,25-04-1955,6.41,81.19,MAW,33
103,Maura,Shaudfurth,44,17-05-1915,4.62,89.88,SRI,31
104,Jessika,Boost,21,23-10-1924,4.79,99.01,ESA,3
105,Ginnifer,Peaple,48,13-11-1986,4.12,108.74,GRE,49
106,Abdel,Bernardini,43,16-02-1929,5.89,60,MAS,4
107,Saxe,Dower,34,15-09-1910,6.16,92.62,UAE,44
108,Kylen,Mackney,45,15-05-1957,6.24,54.83,BOT,52
109,Nissy,Keniwell,19,26-08-1971,5.85,90.39,AUT,46
110,Yoshiko,Rubica,22,22-01-1968,6.56,61.44,SGP,34
111,Renell,Porteous,44,10-05-1946,4.09,75.64,PNG,37
112,Edyth,Northedge,65,18-09-1914,6.59,81.41,QAT,44
113,Benedick,Clyburn,25,09-02-1948,6.73,49.47,IRI,44
114,Kaila,Stiant,45,05-07-1985,4.73,68.85,CAY,16
115,Gwynne,D'Oyly,44,08-12-1928,5.98,100.47,SUD,39
116,Sue,Insall,26,16-09-1992,5.5,96.52,SGP,11
117,Maynord,Gostling,24,24-02-1906,5.18,53.33,URU,9
118,Patrick,Bussons,61,30-04-1986,5.24,88.39,KSA,30
119,Gertrud,Jore,57,23-04-1993,4.26,54.7,GRE,52
120,Sean,Worssam,46,07-04-1992,5.53,85.73,LTU,20
121,Tera,Glacken,57,19-12-1924,5.34,83.96,BLR,40
122,Miquela,Murrey,28,11-12-1914,5.41,87.61,ISR,55
123,Uriel,Kerne,45,23-10-1908,6.23,99.47,MEX,7
124,Junette,Braker,46,15-01-1991,5.8,58.18,BAR,6
125,Hillie,Eallis,43,11-04-1992,5.07,101.03,IRI,3
126,Elwira,Culwen,38,04-02-1980,5.74,51.29,WIF,58
127,Alvis,Turpie,55,02-11-1964,5.96,95.44,GAM,38
128,Xaviera,Fransman,26,15-08-1948,6.18,71.97,CIV,12
129,Perice,Monier,45,12-06-1901,4.33,98.5,VIN,55
130,Glynis,Ivantsov,20,26-10-1902,6.58,57.59,ANG,18
131,Evelyn,Yeaman,63,22-08-1919,4.48,96.13,MAD,50
132,Estelle,Larman,20,03-05-1900,6.9,105.42,KUW,1
133,Serge,Vaan,40,12-09-1970,6.73,76.28,GDR,10
134,Pennie,Hebbard,57,03-07-1904,5.2,103.64,NEP,26
135,Debbi,Bright,48,09-02-1955,6.95,66.77,KAZ,35
136,Mendie,Boggas,28,28-10-1976,4.13,60.14,ARU,27
137,Arney,Thursfield,52,20-06-1938,5.19,108.68,ISR,42
138,Judie,Benham,56,11-10-1984,6.84,67.39,MAR,14
139,Antonius,Morman,53,20-08-1941,5.14,84.85,UNK,21
140,Garek,Pfaff,18,21-11-1959,5.33,65,MYA,17
141,Tonnie,Motto,33,26-08-1946,6.01,64.8,SUR,4
142,Albie,Mityushin,64,12-09-1912,4.88,71.59,MAS,39
143,Merrilee,Colenutt,43,02-08-1935,4.16,108,GEQ,52
144,Wilmette,Spiteri,54,07-12-1953,4.83,68.77,CUB,24
145,Lucais,Kilcoyne,29,04-04-1987,6.61,102.38,STP,56
146,Grace,Larking,43,13-11-1918,6.43,79.81,CHA,31
147,Pincas,Bartolomeoni,25,16-10-1968,6.01,91.03,SUR,8
148,Aloise,Vearncomb,53,17-10-1925,6.91,53.48,YEM,41
149,Alessandra,Riccioppo,45,10-05-1933,6.38,93.42,BUR,7
150,Alana,McGraw,34,21-04-1934,4.31,53.51,ZAM,49
151,Freddie,Musicka,50,04-06-1907,5.87,69.05,SGP,30
152,Chucho,Josefer,56,21-09-1941,6.06,68.21,YEM,41
153,Nils,Duffrie,53,25-05-1910,4.81,78.2,LUX,1
154,Joell,Clewes,54,11-03-1973,6.38,85.53,BRU,53
155,Cassaundra,Lortz,23,29-08-1994,4.57,93.09,FRG,28
156,Othelia,Denisevich,55,11-05-1977,5.44,53.4,BAR,2
157,Ephraim,Wilkins,53,09-05-1905,5.23,66.29,JAM,11
158,Darb,Killelay,34,19-01-1924,5.31,75.69,PAR,4
159,Basilius,Golde,53,08-08-1971,5.57,63.74,NAM,43
160,Jerad,Fulop,43,10-10-1969,6.48,54.05,PNG,39
161,Georgena,Pache,36,30-11-1910,4.1,105.46,ARG,49
162,Devora,Coppins,43,13-02-1916,5.1,90.77,AZE,14
163,Harcourt,Duns,42,20-05-1993,6.81,66.59,BHU,18
164,Katya,Surmeyers,18,14-05-1974,4.44,102.48,SLE,48
165,Giacinta,Filipputti,63,25-09-1958,6.05,101,YEM,14
166,Decca,Parman,52,02-10-1914,5.51,76.54,JOR,46
167,Bob,Evequot,39,26-11-1914,5.91,82.86,KSA,47
168,Richmound,Kirdsch,44,24-01-1907,4.19,109.47,CIV,35
169,Bonny,Lambdean,56,18-08-1910,4.96,59.53,SVK,56
170,Kyrstin,Klaessen,41,02-03-1996,4.58,103.31,BOL,26
171,Kimberlee,Reyne,36,10-08-1954,6.88,101.95,FSM,9
172,Henriette,Ridgewell,57,23-10-1932,5.11,69.53,UNK,53
173,Con,Maun,51,07-06-1983,6.91,80.66,ANZ,18
174,Terence,Frunks,37,03-08-1981,6.15,70.01,LBA,11
175,Bunny,Tidball,55,13-08-1964,6.7,94.02,DMA,15
176,Kris,Shelp,42,27-08-1945,6.21,73.66,GEO,55
177,Creight,Grimsdike,60,20-02-1919,6.61,99.68,NEP,42
178,Hayley,Deniseau,30,29-11-1917,5.35,73.54,GBS,44
179,Gracia,MacLice,46,22-02-1994,4.64,86.85,SUI,26
180,Kaile,Schuster,57,17-01-1986,4.09,82.19,PER,26
181,Pace,Mc Elory,59,04-03-1965,6.09,100.47,LAT,13
182,Beryle,Chaffen,30,01-06-1949,6.64,108.86,UAR,41
183,Hollyanne,Messom,63,04-04-1941,5.92,59.04,SYR,1
184,Wendi,Nucciotti,24,24-07-1961,5.26,51.13,UGA,4
185,Kania,McKean,53,12-02-1929,5.02,62.86,PNG,49
186,Kerr,Cason,62,27-02-1929,6.41,67.04,ERI,32
187,Bonnie,Ainscough,45,19-07-1922,6.27,57.43,EGY,38
188,Nico,Domini,22,05-11-1988,4.29,87.97,SYR,25
189,Drucy,Frankis,60,27-01-1946,6.66,77.61,BDI,12
190,Fayette,McKiddin,51,20-07-1954,5.39,53.75,SUR,50
191,Theressa,Mion,44,09-04-1998,6.56,78.46,YAR,3
192,Nate,Waterstone,34,07-04-1989,5.39,69.9,YUG,38
193,Korry,Farmar,56,14-07-1991,6.71,68.46,CHA,24
194,Augustine,Mogford,60,08-01-1914,4.56,60.25,PNG,45
195,Worden,Smallpeice,42,11-08-1914,6.69,103.9,DMA,33
196,Catarina,Grainger,39,28-03-1976,6.88,107.39,ITA,8
197,Teresa,Covolini,64,06-11-1904,4.42,49.14,SSD,30
198,Tobe,Roz,32,11-06-1993,5.4,49.91,AHO,58
199,Gayle,Fermin,60,15-04-1998,6.94,83.29,IND,13
200,Adele,Jamme,41,15-05-1948,6.34,83.13,FIN,54
201,Ashien,Baskett,27,23-07-1994,5.24,54,ROC,54
202,Willdon,Searson,59,22-07-1930,5.11,82.41,CHA,33
203,Granger,Garlant,26,26-09-1959,5.73,48.65,PLW,14
204,Biron,Pancost,48,10-01-1980,5.31,66.17,SUD,25
205,Kordula,Jacquet,52,24-07-1960,5.64,61.72,SUR,5
206,Chloe,Folshom,51,10-12-1959,6.65,62.69,PER,39
207,Benny,McCallister,18,30-12-1962,6.45,103.26,YMD,59
208,Rochella,Pollock,37,26-06-1911,6.73,62.37,PER,2
209,Ethelyn,Johansen,32,02-04-1957,6.32,62.17,PRK,30
210,Giovanna,Coley,54,18-05-1986,5.68,67,SKN,35
211,Garner,Henrique,37,08-12-1920,6.5,48.68,MIX,56
212,Jilli,Clowney,57,12-06-1939,6.1,63.85,AUS,2
213,Gabi,Emer,45,27-05-1970,6.45,55.23,ANT,36
214,Konstance,Kiezler,29,09-03-1900,4.23,54.25,SLE,60
215,Maritsa,Bartosinski,20,24-04-1915,4.49,93.06,ALB,51
216,Twila,Bursnoll,33,08-01-1989,4.28,69.66,MAL,11
217,Louisa,MacBain,58,01-04-1922,5.17,58,SYR,6
218,Mitch,Meynell,43,08-01-1999,6.01,48.22,OMA,9
219,Giffer,Skettles,34,25-04-1902,6.14,68.25,MNE,46
220,Hildegaard,Canet,30,26-10-1946,6.6,88.9,GUY,8
221,Marie-jeanne,Nelane,44,10-06-1936,4.97,102.16,SSD,32
222,Olenolin,Mundy,60,01-08-1952,6.18,108.61,IOA,21
223,Holly-anne,Dukelow,55,11-07-1952,5.95,62.28,TOG,41
224,Celinka,Ragate,55,11-02-1992,6.06,88.13,AFG,1
225,Erminie,Paling,24,27-12-1939,5.56,86.23,BEL,51
226,Hasheem,Brassington,30,12-02-1908,5.75,86.32,CMR,8
227,Obie,Clewley,33,16-06-1900,6.23,90.46,UKR,12
228,Wallache,Gallehawk,52,22-06-1929,5.55,72.17,ROU,17
229,Cherri,Torrans,37,14-09-1982,5.26,78.75,TOG,2
230,Frederich,Abelwhite,26,05-10-1907,6.65,75.64,CRO,38
231,Udell,McCleverty,40,25-07-1936,5.89,66.95,CAF,47
232,Carlyn,Chardin,57,26-09-1930,6.46,69.57,AND,4
233,Rafaela,Coxwell,18,25-11-1966,4.49,73.86,GER,33
234,Jodie,Rosewall,44,18-06-1989,5.59,65.9,SYR,2
235,Jyoti,Beedell,34,13-08-1941,5.02,57.33,CRO,6
236,Dan,Saggs,35,08-12-1955,6.94,96.25,AHO,52
237,Hyacinthia,Blazewski,51,02-04-1918,4.07,60.95,MEX,52
238,Culver,McCluskey,22,28-02-1995,4.94,76.48,ESP,37
239,Othilie,Gunter,30,31-12-1986,5.57,60.76,GAB,11
240,Chan,Astbury,58,28-11-1995,6.78,89.89,SUI,45
241,Oona,Cutts,56,24-05-1915,6.71,53.74,BAH,9
242,Maridel,Caldeiro,26,20-07-1903,4.66,82.84,MON,16
243,Webb,Schneidar,42,28-05-1935,5.13,68.64,SOM,23
244,Dorry,Baroch,32,24-06-1916,5.27,59.96,AND,17
245,Margalit,Gillbey,25,22-09-1944,6.44,56.89,GEO,47
246,Stanwood,Addicote,26,09-12-1964,4.72,74.41,DMA,48
247,Eddi,Robertsen,29,13-03-1931,4.77,84.85,DMA,8
248,Carmina,Kleynen,51,27-05-1931,5.84,98.04,KEN,51
249,Laura,Walder,21,30-03-1967,6.17,57.52,TUV,4
250,Ashlie,Stife,41,29-01-1969,6.2,56.14,LCA,25
251,Ernie,Shufflebotham,25,20-07-1997,5.32,48.29,ANG,58
252,Xenia,Mulhall,62,06-03-1974,5.87,54.43,RWA,59
253,Paulette,Triggle,52,10-12-1909,4.04,75.63,UKR,57
254,Kenneth,Louder,64,12-10-1971,5.24,80.48,BRU,28
255,Cointon,Bedell,31,20-07-1935,4.72,54.72,BRU,27
256,Hayes,Perrie,45,26-12-1912,4.31,76.67,TTO,4
257,Jaymie,Lowther,52,08-12-1971,4.29,93.13,MKD,56
258,Ronnie,Hanscome,25,10-02-1952,5.12,86.78,KEN,12
259,Judye,Hovenden,37,05-10-1971,5.12,103.55,LES,16
260,Jessee,Etridge,63,02-08-1976,6.43,73.16,MLT,46
261,Hadria,Leaton,40,25-09-1986,6.32,106.2,SRB,50
262,Cooper,Mattsson,32,01-02-1951,6.35,78.31,DOM,37
263,Quinn,Skeates,63,11-08-1981,5.14,106.49,IOA,35
264,Debby,Anfosso,45,21-05-1987,5.42,82.62,NFL,39
265,Ange,Webland,51,10-06-1957,6.71,63.41,NED,1
266,Adelice,Maddern,29,24-03-1944,6.63,54.42,VIN,45
267,Elsbeth,Paxman,35,14-03-1975,4.98,76.2,CAY,18
268,Hanson,Itter,63,21-11-1970,4.56,82.35,WIF,27
269,Kaylyn,Tattersill,45,19-08-1950,5.95,54.5,PNG,21
270,Karyn,Grimes,45,26-04-1983,6.01,106.69,CHN,11
271,Callida,Simao,35,31-01-1908,4.82,49.03,KOS,47
272,Rosa,Broxap,60,18-02-1946,4.15,91.94,FRG,59
273,Franny,John,51,12-04-1916,4.55,105.71,AUT,9
274,Beltran,Schottli,18,23-08-1925,5.71,77.52,SSD,35
275,Nani,Gonneau,28,01-06-1910,6.88,65.68,NIG,25
276,Arnoldo,Mathison,27,30-03-1949,6.63,99.75,GAB,15
277,Kenn,Calam,28,11-02-1998,6.15,52.91,CUB,15
278,Ernesto,Fernez,40,02-06-1950,5.93,107.7,POL,5
279,Giffard,Wearne,36,26-04-1926,4.71,55.04,BAH,1
280,Bonni,Village,35,17-08-1991,5.98,98.53,KOS,12
281,Julie,Reynalds,41,07-08-1934,4.88,85.69,PLE,34
282,Guglielmo,MacGorley,26,31-01-1911,4.62,87.92,COD,49
283,Cleve,Speer,30,07-12-1920,5.81,53.39,PLW,31
284,Jeniffer,Eden,30,18-08-1915,4.15,89.02,LIE,21
285,Margarita,Breyt,63,10-10-1944,5.1,104.06,ISV,47
286,Brina,Cudbird,34,18-02-1913,4.89,100.52,UZB,43
287,Findley,Merle,49,09-11-1989,5.65,53.67,LES,59
288,Delila,Dunridge,28,19-03-1983,4.78,93.27,UKR,38
289,Silvano,Scyner,47,23-11-1919,4.2,54.47,RUS,58
290,Rebekah,Coultard,19,04-08-1942,6.96,76.66,BOT,35
291,Garrek,Varran,64,03-02-1983,4.26,75.27,SYR,38
292,Ginger,Mordan,38,06-03-1929,4.33,105.59,STP,49
293,Yolanda,Tewkesberrie,56,02-03-1941,5.14,92.89,UAE,2
294,Valaree,Mouan,48,21-03-1995,6.77,89.38,UAE,41
295,Querida,Burns,56,11-05-1953,4.11,98.75,NIG,22
296,Albrecht,Thorpe,40,29-10-1915,4.51,108.62,HAI,58
297,Lisa,Wateridge,43,20-12-1928,6.57,80.17,ITA,24
298,Currie,Moden,21,08-04-1974,6.83,88.29,CPV,25
299,Wilhelmine,Rangall,54,17-05-1942,4.99,90.55,TTO,54
300,Christos,Pettifer,58,21-01-1952,5.9,60.5,VIN,15
301,Quint,Gouldstraw,18,27-04-1967,5.69,65.62,SYR,28
302,Inglis,Attow,50,11-03-1977,5.36,95.65,SGP,26
303,Gherardo,Barbe,49,14-08-1902,5.38,98.72,NRU,24
304,Ann-marie,Edlin,43,19-09-1965,5.03,83.03,PUR,52
305,Rainer,Goch,64,18-12-1931,6.39,74.41,ESP,34
306,Gerick,Wike,61,21-08-1973,4.04,55.7,MLI,51
307,Stacy,Cicconetti,50,06-09-1967,5.63,83.11,SCG,56
308,Noelyn,Surmon,53,30-12-1988,6.16,86.47,NIG,28
309,Cori,Spybey,43,12-04-1934,5.51,86.32,BOT,20
310,Rolph,Rickert,51,11-02-1921,6.09,62.05,SOL,1
311,Arlette,Esmonde,44,23-10-1918,4.42,52.99,UKR,1
312,Bambie,Allmark,23,05-07-1982,6.95,86.07,KIR,6
313,Anastasia,Body,54,28-05-1923,5.16,97.14,ROC,22
314,Tull,Tollerfield,63,25-08-1920,5.68,98.85,VEN,53
315,Issy,Raiston,38,16-04-1936,6.72,103.6,SEN,27
316,Leora,Cremen,34,17-08-1903,6.56,99.74,KGZ,27
317,Marga,Schwaiger,45,23-05-1902,4.7,87.97,MDA,16
318,Prue,Yelding,62,25-04-1969,4.16,104.03,AFG,39
319,Tally,Brunon,28,05-06-1938,6.99,76.8,GUY,47
320,Kathi,Crosbie,60,22-10-1961,6.83,60.75,SOM,8
321,Terrie,Meggison,19,03-09-1970,5.78,77.28,THA,12
322,Suzie,Birchett,57,01-09-1923,4.35,102.69,GRN,7
323,Cordie,Robbey,26,16-08-1925,6.78,79.2,COM,33
324,Meaghan,Garden,39,25-12-1925,4.95,81.4,LBR,2
325,Lisha,Lilie,60,10-11-1953,4.07,76.76,TUV,27
326,Constantino,Butchers,52,20-06-1930,5.08,68.18,MDV,21
327,Diandra,Treadwell,40,25-10-1960,4.82,93.82,MOZ,8
328,Garvin,Bromwich,65,16-01-1972,6.51,54.37,ANG,29
329,Aloisia,Kerbler,22,06-03-1969,5.94,70.17,GRN,58
330,Hayes,Tugman,58,18-02-1955,6.16,72.58,UNK,25
331,Lettie,Maro,50,04-01-2000,5.61,105.11,MAL,52
332,Giovanna,Barter,65,25-03-1986,5.95,84.19,PAR,52
333,Boniface,Dionis,50,13-03-1976,6.82,107.11,SOM,8
334,Danny,Cohrs,38,28-04-1994,5.31,59.86,ASA,5
335,Coral,Lamacraft,50,17-01-1987,6.47,94.32,SSD,47
336,Clem,Caldera,40,27-04-1909,5.17,58.51,HAI,22
337,Harald,Le Port,26,05-01-1969,6.78,53.34,ZIM,12
338,Niel,Giacovetti,32,25-04-1983,5.98,80.85,GBR,7
339,Sancho,Leeke,57,30-09-1939,6.08,88.15,GBS,23
340,Rob,Weald,38,25-03-1944,5.88,102.56,BRN,10
341,Amata,Wiper,36,10-09-1945,4.71,104.62,IOA,12
342,Rosie,Clerc,44,31-12-1907,4.5,73.59,FIJ,44
343,Josee,Chatin,52,26-11-1929,5.81,58.44,LAO,49
344,Cathleen,Garforth,61,11-01-1962,4.11,88.55,SKN,38
345,Simonette,Cutchie,32,24-06-1908,6.54,68.91,ASA,23
346,Reeba,Charteris,53,20-10-1939,6.17,108.28,RWA,27
347,Batsheva,Edinburough,58,23-11-1984,4.09,78.01,CPV,51
348,Gussi,Manus,36,30-04-1947,4.58,79.67,CAY,36
349,Ninette,Mackley,40,20-02-1920,5.58,107.56,AHO,13
350,Caralie,Scroxton,56,06-04-1961,5.34,103.87,PER,37
351,Chariot,McCarlich,63,28-02-1958,6.48,85.19,HKG,25
352,Beale,Geeraert,54,20-06-1999,5.03,101.85,DJI,59
353,Wendall,Whiting,25,05-07-1945,4.58,57.04,UAE,52
354,Harli,Kubas,49,02-06-1905,5.37,68.28,NOR,11
355,Toiboid,Rowena,34,17-07-1946,4.44,75.58,BUR,8
356,Layney,Dugget,53,06-08-1985,4.52,56.71,CHI,18
357,Bryce,Verryan,54,03-06-1913,4.45,95.83,YEM,44
358,Nickie,Abramowitch,18,19-06-1956,4.71,85.58,UAR,40
359,Myrle,Keer,40,10-07-1974,4.5,76.17,GAM,10
360,Ario,Martina,19,30-07-1937,4.57,92.74,VAN,14
361,Hobey,Sifleet,48,16-04-1996,4.83,107.3,SAA,25
362,Sianna,Roark,58,01-04-1900,6.72,49.75,TGA,24
363,Marcellina,Ferreres,23,19-05-1949,4.75,75.51,CHA,11
364,Levy,Sea,26,19-11-1965,5.82,64.32,URU,5
365,Rex,Ruddlesden,54,09-12-1945,4.59,54.9,NZL,3
366,Brand,Goldbourn,30,21-03-1980,5.54,87.81,IRI,46
367,Carolynn,Ashenhurst,49,16-12-1921,5.49,84.97,NAM,16
368,Conrade,Issac,39,11-02-1922,6.87,82.88,HUN,57
369,Aubert,Radenhurst,39,01-12-1974,6.1,66.68,ZAM,17
370,Martino,L'oiseau,37,07-12-1906,6.28,80.04,IRQ,4
371,Benny,Hanwell,28,22-04-1983,4.74,73.8,URU,39
372,Isa,Vossgen,48,17-11-1909,4.13,64.65,DMA,48
373,Caren,Candey,31,26-09-1936,6.92,87.95,SWZ,44
374,Dene,Yurinov,34,10-03-1920,4.56,81.08,MHL,30
375,Quintus,Eyre,26,10-04-1945,6.86,107.73,SSD,27
376,Lind,Fillis,30,10-11-1982,5.11,50.79,BRN,40
377,Linus,Gulleford,34,05-09-1909,4.02,68.39,ARM,41
378,Osmund,Batrip,26,16-05-1950,6.95,87.75,SOM,38
379,Brier,Berge,53,20-06-1959,6.36,64.74,POR,36
380,Shea,Pollendine,62,06-07-1975,6.83,55.52,JPN,28
381,Clemence,Coultish,64,27-12-1976,5.91,101.3,ECU,55
382,Rich,Akester,27,17-04-1987,4.2,107.89,PAN,56
383,Keriann,Leyman,28,16-01-1926,5.94,95.77,DEN,5
384,Leena,Kowalski,22,01-06-1917,4.76,55.94,PRK,18
385,Johny,Greschik,31,10-01-1971,4,80.64,CMR,41
386,Giulia,Sterricker,43,20-07-1982,5.79,61.61,VEN,24
387,Luisa,Labba,53,23-03-1957,6.36,52.9,SRB,9
388,Robinetta,Kirkup,18,05-09-1930,4.82,82.09,SRB,47
389,Roland,Santino,38,13-06-1959,4.46,53.35,ANZ,13
390,Stanislas,Snaddin,21,09-09-1917,6.21,53.17,MAS,42
391,Loria,Callery,55,21-06-1983,4.13,65.37,SSD,18
392,Maurice,Ferraro,44,08-11-1977,4.17,106.39,INA,40
393,Cassondra,Yurivtsev,47,10-12-1928,6.42,70.96,OMA,8
394,Muhammad,Danet,30,09-12-1919,5.05,103.36,LBA,5
395,Rex,Eynaud,44,09-05-1946,6.82,93.36,GUI,43
396,Chiarra,Eliesco,42,18-04-1913,6.65,94.54,SWE,1
