playerID,firstName,lastName,age,gender,dob,height,weight,countryID,sportID
62,Prinz,Etock,44,Male,18-07-1975,4.99,51.11,IRQ,59
63,Horst,Blainey,19,Male,16-12-1966,4.18,96.17,IRQ,7
64,Valentia,O'Kielt,45,Female,14-04-2002,5.23,84,CHA,41
65,Stormy,Futty,48,Female,13-05-1919,4.25,74.36,ARM,31
66,Jared,Chaulk,22,Male,11-11-1923,4.72,84.31,ALG,54
67,Helena,Uccello,16,Female,18-12-1905,4.36,99.17,PAN,26
68,Melitta,Valentinetti,18,Female,24-05-1955,6.24,79.78,MAR,23
69,Cherey,Huckster,56,Female,05-01-1956,4.75,96.61,CPV,58
70,Rozalie,Heinel,54,Polygender,03-08-1970,4.34,63.32,NAM,44
71,Abagail,Gummow,61,Female,25-04-1983,4.29,104.21,ALB,29
72,Tamera,Sparke,54,Female,19-11-2005,5.3,62.9,YAR,7
73,Arnoldo,Linggood,46,Male,22-05-1970,4.24,60.2,YMD,27
74,Carlita,Maysor,36,Bigender,12-06-1930,5.05,84.16,JPN,3
75,Obadiah,Glanvill,31,Male,12-05-1961,6.88,93.21,PAR,53
76,Warner,Ferry,24,Male,10-03-1933,4.24,89.32,MON,22
77,Audy,Foley,39,Female,09-08-2014,5.36,45.44,ISR,43
78,Lynnell,Wynn,44,Female,14-01-1979,5.43,58.29,TOG,45
79,Christoph,Alderwick,65,Male,25-01-1919,5.79,92.73,GUI,36
80,Binky,Brosh,53,Transgender,19-04-1962,5.75,71.7,POR,20
81,Roman,Melpuss,25,Male,31-10-1986,4,85.75,ROC,38
82,Ermin,Farnorth,37,Male,28-07-1939,4.33,95.87,PAN,40
83,Osgood,Kidsley,39,Male,31-12-2012,4.77,80.46,CMR,24
84,Dame,Slamaker,42,Male,14-08-1924,4.28,49.25,SAA,33
85,Marielle,Lucian,55,Female,02-05-1970,6.32,52.98,MIX,36
86,Marylinda,Kirwood,59,Female,24-06-2014,4.35,75.94,GBS,56
87,Layney,Harriot,46,Female,15-06-2020,4.08,106.52,CIV,58
88,Archibald,Holburn,59,Male,30-01-1929,4.85,107.85,PAK,54
89,Corella,Bunyard,24,Female,06-09-1923,4.05,65.56,SSD,57
90,Stearn,Heinonen,62,Male,01-10-2019,6.85,103.45,STP,28
91,Marilin,Dobson,25,Genderfluid,18-09-1922,4.06,62.33,RHO,59
92,Vanda,Cutteridge,61,Female,21-09-1933,4.59,70.1,SLO,21
93,Eduardo,Trorey,64,Male,13-05-1951,6.96,64.02,STP,24
94,Liesa,Dmych,34,Female,14-07-1999,4.15,77.39,VEN,40
95,Thedric,Rawlinson,49,Male,18-09-1917,4.77,103.52,BHU,58
96,Llewellyn,Anthonies,55,Male,12-08-2017,4.44,98.01,TUV,41
97,Christine,Biglin,47,Female,30-12-1948,4.21,78.24,GBR,27
98,Debra,Ilyinski,35,Female,03-09-1938,5.09,88.56,ZAM,50
99,Alejandro,McNicol,28,Male,31-08-1947,5.28,85.3,TUR,24
100,Des,Ricardin,50,Male,15-04-1969,6.85,106.28,MNE,34
101,Byrann,Darkins,51,Male,30-09-1901,6.68,86.01,GUY,24
102,Whit,Cumbers,25,Male,27-04-1965,6.34,45.27,POL,36
103,Kirbie,Toogood,54,Polygender,03-01-1998,5.05,58.26,AUS,39
104,Penelope,Crankhorn,18,Female,29-10-1914,5.75,71.46,BAR,31
105,Alister,Caltera,51,Male,26-07-2021,4.17,68.59,YEM,9
106,Quintilla,Raye,65,Female,27-12-1986,6.21,87.55,NAM,14
107,Kenton,Fattorini,38,Male,26-11-1988,6.3,97.86,BUL,48
108,Crawford,Poulney,31,Male,13-05-1965,6.91,71.63,ZIM,37
109,Glenn,Zupo,32,Male,04-11-1903,5.81,85.09,COM,49
110,Renato,Rowden,65,Male,16-10-1971,5.89,50.48,AFG,14
111,Dame,Witherington,65,Male,08-03-1958,4.57,46.23,URU,49
112,Marlowe,Ilyin,29,Male,12-12-2019,4.38,90.29,ETH,41
113,Corissa,Fearne,58,Female,19-08-1994,4.55,63.27,DEN,34
114,Alene,Biggs,19,Female,27-08-2001,6.82,52.79,LTU,16
115,Rafaela,Gruszecki,55,Female,08-11-1931,6.47,105.46,MAL,49
116,Karla,Comben,49,Female,27-02-1939,6.47,55.99,KOS,44
117,Erich,Purle,50,Male,13-01-2005,6.83,80.15,SOM,7
118,Frannie,Govini,34,Male,12-03-1960,6.07,84.06,ITA,4
119,Marisa,Densumbe,45,Female,22-02-1941,5.11,79.03,CRC,51
120,Chloe,Ollarenshaw,33,Female,27-12-1901,5.29,52.5,YAR,30
121,Imojean,Stawell,33,Female,02-06-1967,6.3,71.96,UNK,3
122,Alasdair,Matyushonok,60,Male,09-12-1902,4.11,68.94,ANT,19
123,Lanni,Lumly,28,Female,13-03-1929,5.35,94.57,PAR,31
124,Fayth,McArthur,23,Female,13-01-1983,6.66,105.14,MAR,1
125,Cinderella,Wesker,65,Female,01-01-1948,5.37,83.81,MAD,46
126,Chere,Bateson,49,Female,11-02-1914,4.4,59.32,RWA,3
127,Kial,Hemphill,18,Female,28-12-1921,4.52,105.32,UKR,15
128,Archy,Blethin,35,Male,03-06-1995,5.1,68.1,MDA,43
129,Kellby,Hedge,35,Male,09-08-1973,4.43,49.28,ROU,14
130,Edith,Croisdall,30,Female,08-10-1927,6.25,98.67,CAM,50
131,Leeann,Yellowley,44,Female,03-06-2015,6.77,103.74,CGO,31
132,Adolphe,Snelgar,31,Male,02-06-1985,4.4,63.42,POR,59
133,Gina,Packman,38,Female,30-04-1996,5.24,90.78,ECU,18
134,Ricky,Pilmer,19,Male,08-08-1975,5.13,101.86,ROC,28
135,Natasha,Duesberry,19,Female,29-09-1903,6.11,71.24,ROC,3
136,Fayina,Di Baudi,60,Female,29-09-1939,4.57,96.28,BHU,56
137,Nanci,Catterall,46,Female,12-02-1918,5.05,50.1,GUM,55
138,Lester,Glisane,62,Male,12-01-1926,4.44,66.91,VIN,15
139,Kiri,Punter,25,Female,02-03-1942,5.4,100.49,TGA,24
140,Thaine,Marchi,33,Polygender,13-01-2014,6.59,69.06,MAD,25
141,Jud,Tassell,30,Male,08-10-1923,6.91,61.04,KUW,4
142,Morgen,Lind,23,Female,11-06-1976,6.33,77.68,MDV,57
143,Rora,Barnwill,31,Female,02-06-1908,5.62,90.56,BRA,19
144,Lyssa,Traher,33,Female,20-10-1914,6.01,66.66,SEN,55
145,Nicoline,Chessum,53,Female,15-06-2018,4.77,72.21,YMD,53
146,Auberta,Innocenti,22,Female,23-01-2002,4.04,106.23,CHI,37
147,Fernande,D'Antuoni,27,Female,11-10-1961,6.65,89.33,BUR,24
148,Luelle,Rozzier,32,Female,30-11-1971,6.72,92.36,SAA,50
149,Lou,Hullot,19,Female,26-05-2012,4.02,66.91,BRU,48
150,Tarrance,Botha,27,Male,31-08-1939,4.11,84.33,LUX,1
151,Aldrich,Winterborne,48,Male,04-12-1979,4.06,65.99,ANG,58
152,Tessie,Thiem,30,Female,20-07-1900,6.64,54.8,ECU,16
153,Rustie,Sanchiz,43,Male,18-05-1972,4.27,55.28,LCA,17
154,Mildrid,Gorusso,18,Female,31-07-1900,6.84,71.67,CRO,46
155,Kamila,Bartolomeoni,30,Bigender,15-04-1952,5.54,109.44,HKG,46
156,Winifield,Marte,28,Genderfluid,14-07-1968,6.08,48.48,ROC,60
157,Ripley,Naseby,32,Male,11-12-1935,4.86,88.19,CAY,3
158,August,Castanares,31,Male,10-01-1978,5.92,82.42,MEX,57
159,Adah,Walak,29,Female,23-01-1988,6.61,74.25,DMA,13
160,Nikolaos,Gavin,33,Male,12-03-1942,4.12,103.04,KSA,29
161,Alina,Darracott,63,Female,21-05-1942,4.21,97.08,TUN,53
162,Tiena,Quigg,57,Female,30-04-1986,6.4,71.77,NOR,27
163,Gennie,Mault,41,Female,15-12-2017,5.48,73.03,BEN,57
164,Fairfax,Archley,25,Male,20-12-1906,4.59,79.48,GDR,13
165,Loni,Dracey,55,Female,07-05-1964,5.81,51.24,CRT,40
166,Batholomew,Bifield,64,Polygender,15-05-1933,4.59,99.21,LBA,59
167,Wendye,Hinge,63,Polygender,25-03-1931,5.89,105.76,MIX,18
168,Leonanie,Swarbrigg,42,Female,12-08-1911,4.65,75.45,SUD,12
169,Demetria,Mattusevich,48,Female,27-02-1928,4.62,106.19,JOR,23
170,Tiphany,Hulke,17,Female,29-10-1911,5.73,93.99,KUW,3
171,Ninette,Mylechreest,53,Female,18-07-1925,5.61,57.71,BRA,28
172,Golda,McVey,22,Female,25-03-2003,6.75,56.58,GBR,21
173,Ardyth,Beed,22,Female,01-08-2017,6.04,49.03,PLE,42
174,Miquela,Pietzner,17,Female,22-09-2022,4.84,87.87,NFL,21
175,Jsandye,Ventura,46,Female,14-10-1921,5.21,72.41,MHL,13
176,Lovell,Bircher,56,Male,03-05-1973,4.22,54.89,TTO,56
177,Gaynor,Shoebrook,44,Female,18-02-1943,6.08,82.1,GUM,42
178,Darrell,Seldner,36,Male,20-12-2010,5.61,93.92,PHI,31
179,Camila,Chelnam,29,Female,30-06-2004,6.04,108.13,BIH,42
180,Kellsie,Peret,53,Female,31-03-2011,5.91,61.15,NED,26
181,Bard,Halpin,47,Male,08-06-1918,6.4,96.65,JPN,39
182,Bealle,MacDermott,51,Male,24-01-1999,5.2,100.18,CZE,6
183,Haleigh,Nelius,27,Female,06-11-1938,5.73,65.91,BUR,37
184,Deloria,Joriot,41,Bigender,23-06-1912,5.29,103.25,ESP,1
185,Leeland,Kleisel,32,Male,29-09-1937,4.02,91.67,ETH,14
186,Evelyn,Yanne,47,Female,20-12-2016,6.29,108.71,LES,57
187,Geri,Crome,62,Male,10-11-1980,4.98,99.26,BOL,4
188,Lela,Dudeney,24,Female,06-06-1990,4.26,74.18,TUV,53
189,Donaugh,Tzarkov,48,Male,26-07-1933,4.07,95.62,EUN,49
190,Annie,Alcock,61,Female,05-03-1922,6.05,62.78,KAZ,30
191,Gusty,Mallen,64,Female,29-11-2015,6.7,86.72,AUS,12
192,Orlando,Vick,19,Male,04-06-1928,6.37,96.74,TOG,43
193,Evan,Seeler,29,Male,22-08-1934,4.74,79.55,FRA,43
194,Buffy,Lusty,19,Female,27-02-1944,6.95,53.33,BIZ,4
195,Peg,Roback,19,Female,24-05-1960,6.3,99.05,EST,43
196,Friedrick,Mossom,62,Male,12-10-2022,5,90.72,LBN,40
197,Sidney,Janauschek,50,Male,11-04-2001,4.99,57.81,AHO,17
198,Minni,Haggerstone,51,Female,29-09-2003,4.88,46.68,SCG,33
199,Deanne,Chopping,63,Female,02-02-1978,5.4,76.42,CIV,32
200,Julian,Cowey,23,Male,30-10-1946,4.01,93.99,NAM,41
201,Jania,Szymanzyk,53,Female,09-09-1980,6.74,62.66,VIN,53
202,Cory,Bilam,49,Male,07-10-1976,6.5,104.59,BUR,33
203,Curtice,Osmond,62,Male,08-09-1990,5.21,45.02,CAF,31
204,Hoebart,Gozard,22,Male,16-12-1964,5.32,52.28,UNK,17
205,Shawn,Elis,21,Female,15-09-1916,4.71,53.35,GBS,43
206,Gayel,Scamp,26,Female,22-12-2012,6.07,63.75,ANG,6
207,Gardie,Dutt,17,Male,31-08-1960,5.05,62.65,EOR,6
208,Devi,Guillford,43,Female,30-10-2015,5.63,47.41,GBS,32
209,Tristam,Lougheid,38,Male,13-09-2019,6.58,104.5,VAN,20
210,Constantine,Poacher,18,Male,04-10-2020,4.96,48.21,URU,28
211,Thibaut,Issacof,53,Male,01-11-2011,6.19,86.95,FIJ,52
212,Upton,Trouel,46,Male,22-07-1970,5.52,48.59,GBR,14
213,Jeanne,Renac,33,Female,17-09-2014,6.95,88.83,QAT,35
214,Amanda,Cradock,28,Female,17-03-1973,4.19,86.46,EUN,10
215,Meghan,Orrick,65,Female,04-06-1993,6.17,54.92,MLT,29
216,Brewer,Duly,61,Transgender,26-05-1910,6.42,108.23,URS,19
217,Filbert,Ambrogio,56,Male,07-12-1987,4.34,104.33,COD,15
218,Marylinda,McCleod,47,Female,13-01-2019,4.67,63.77,GBR,10
219,Ethelyn,Collabine,18,Female,28-11-2022,5.21,100.42,ZIM,2
220,Alisun,Taig,18,Female,24-05-1983,5.06,97.1,QAT,56
221,Geno,Climpson,23,Male,11-07-1939,5.29,83.17,NAM,55
222,Mozes,Ambrogetti,17,Male,26-02-1902,5.09,79.19,EST,44
223,Brenn,Delamaine,41,Female,06-09-1991,4.03,105.56,KOS,45
224,Alwin,Butting,43,Male,04-11-1956,4.1,74.05,SUD,58
225,Britteny,Gladstone,55,Female,09-03-1915,4.05,69.54,EUN,19
226,Ginger,Vigus,29,Male,26-09-2002,6.77,68.16,GBS,10
227,Craig,Alexis,59,Male,02-08-1907,4.51,65.87,FSM,19
228,Abram,Fallen,62,Male,24-10-1917,5.51,77.22,RHO,33
229,Daphene,Hubber,19,Female,24-12-1960,4.4,74.63,CYP,32
230,Harrison,Weathey,22,Male,13-10-2010,6.15,45.68,SVK,28
231,Karen,Cordel,16,Female,23-05-1960,4.9,79.94,NGR,31
232,Jeana,Grayshon,23,Female,25-09-1964,4.25,65.19,TJK,2
233,Val,McKinty,61,Female,17-08-1917,7,81.42,AND,9
234,Rog,Mosedale,61,Male,07-07-1916,4.45,72.43,DJI,52
235,Anastassia,Cunrado,43,Female,20-09-1990,4.64,63.29,CRC,3
236,Patrica,Coling,16,Female,25-10-2020,5.65,99.1,MAR,45
237,Maddy,Hundal,41,Genderfluid,06-07-1977,4.01,45.6,ANZ,4
238,Waiter,Hutchason,21,Male,20-05-2012,5.91,81.82,MAR,51
239,Sheelah,Hammersley,62,Female,30-05-1998,6.28,49.9,GAB,15
240,Myrwyn,Howden,54,Male,14-07-1976,5.33,70.82,EUN,7
241,Silvanus,Geram,47,Polygender,28-09-1913,4.45,57.98,SAM,51
242,Elfreda,Robiou,58,Female,12-11-1906,4.54,103.83,MAD,19
243,Ava,Southworth,44,Female,22-03-2010,5.26,84.93,NAM,45
244,Roddie,Petrillo,37,Male,14-12-1902,6.93,90.17,TUR,19
245,Royce,Waleran,41,Male,04-06-1909,5.46,66.23,KSA,43
246,Aindrea,Eake,26,Female,28-08-1941,5.53,49.28,PUR,35
247,Marika,Learmond,42,Female,18-06-1915,4.47,64.95,ROC,24
248,Alisun,Brouwer,48,Female,12-03-1998,6.21,46.07,LAO,18
249,Alisha,Kinastan,18,Transgender,11-02-2013,4.58,58.32,FIJ,6
250,Marten,Kloisner,33,Male,29-04-2002,6.67,79.18,ECU,34
251,Dolf,Pilkinton,65,Male,29-09-1946,5.05,48.29,ETH,7
252,Sukey,Dyball,23,Female,01-01-2017,4.57,60.66,NIG,1
253,Berkeley,Lambot,26,Male,15-06-1974,5.23,76.73,NOR,58
254,Aldus,Nozzolinii,49,Male,16-06-1962,4.31,79.18,PLE,60
255,Joshia,Gabbidon,63,Male,30-12-1974,6.6,93.87,SEN,15
256,Delano,Waszkiewicz,35,Male,09-11-1941,6.89,75.9,VIE,5
257,Kailey,Sadlier,61,Female,07-06-1920,6.15,73.1,VAN,38
258,Corey,Dellit,27,Transgender,02-09-1914,5.76,77.41,ROC,49
259,Neysa,Cordeau,39,Female,23-08-1998,5.08,60.04,MDA,43
260,Kandace,Bentson,29,Female,14-10-2021,6.46,45.21,ARU,51
261,Demott,Suatt,59,Male,26-09-1961,6.95,60.32,CAM,16
262,Clemens,Whiteland,30,Male,30-09-1938,6.64,47.77,ESP,14
263,Caresse,Barker,24,Female,06-12-1962,6.95,59.52,MAD,56
264,Archer,Thompsett,23,Male,12-04-1907,4.65,50.48,SLO,52
265,Yehudi,Gridon,25,Male,29-08-1980,5.02,76.34,SGP,21
266,Aurilia,Hartup,30,Female,27-10-1902,4.67,81.6,MHL,22
267,Ethelin,Swinyard,63,Female,07-07-1956,5.14,92.5,COD,32
268,Adolphe,Gusticke,46,Male,21-08-1994,4.75,96.66,ALG,41
269,Francine,Gason,43,Female,05-11-1902,4.92,85.57,URU,28
270,Aleksandr,Clapham,42,Male,21-08-1992,5.31,108.99,SEY,34
271,Mercie,Torvey,54,Female,16-07-1942,5.93,50.72,ANT,3
272,Allayne,Staries,18,Male,04-06-2001,4.46,108.3,BUL,55
273,Tommy,Senechell,63,Male,01-08-1902,4.34,96.86,BAN,7
274,Zared,Tregonna,21,Male,28-12-1932,5.76,66.04,IRL,37
275,Etta,Brougham,30,Female,21-10-1950,6.77,79.97,MEX,21
276,Eric,Guillou,34,Male,11-01-1919,5.62,45.3,TPE,42
277,Katherine,Benardeau,26,Female,28-05-1919,4.23,54.44,THA,36
278,Reed,Edmondson,42,Male,01-01-1909,6.23,104.42,ESP,54
279,Barbara,Cosstick,34,Female,08-04-1972,4.26,89.34,NED,6
280,Rainer,Tague,16,Male,28-11-1973,4.4,62.42,BDI,41
281,Myron,Winsley,44,Male,14-05-1965,5.95,91.11,NCA,24
282,Trescha,Martel,39,Female,12-06-1981,6.72,57.88,ERI,31
283,Miguel,Tindle,63,Female,01-11-1992,4.57,101.66,MKD,26
284,Pamela,Pleager,59,Female,24-03-1995,5.69,61.06,SYR,25
285,Darcy,Prater,65,Female,15-01-1902,5.93,95.2,MNE,31
286,Maria,Lambrecht,36,Female,03-07-1949,6.7,49.86,SRB,40
287,Janeen,Palle,27,Female,03-09-1931,6.75,98.87,MTN,59
288,Roch,Chafney,62,Female,18-06-1950,4.55,105.77,INA,48
289,Georgy,Heathfield,55,Male,11-12-1926,6.64,80.09,ANG,9
290,Paige,Fermoy,52,Male,29-05-1940,6.67,72.83,MON,6
291,Raffarty,Sollon,48,Male,25-08-1907,5.94,109.7,ETH,17
292,Skelly,Doerrling,53,Male,31-08-1956,6.71,97.05,CRO,35
293,Iseabal,Apps,23,Female,14-09-1999,6.24,56.26,EUN,45
294,Garwin,Michelle,41,Male,04-06-1972,4.93,79.76,IOA,4
295,Donaugh,Kingett,34,Female,08-10-1949,6.49,84.03,ISV,47
296,Cristine,Weathey,42,Female,16-01-1982,4.59,78.78,TOG,8
297,Jennifer,Aiton,51,Female,26-09-1934,5.29,87.73,CHI,56
298,Franzen,Gavriel,34,Male,13-07-1954,6.9,86.29,BRN,25
299,Cole,Carrabot,46,Male,26-10-2007,4.05,107.98,FIJ,45
300,Gordan,Vassay,16,Male,25-07-1970,4.41,74.88,ARM,19
301,Bruce,McAnellye,55,Male,06-09-1927,4.33,79.89,ANT,15
302,Virginia,Rowberry,48,Female,17-04-1998,5.67,50.17,IOA,29
303,Linn,Howroyd,32,Male,11-12-1973,5.62,100.06,YEM,37
304,Albrecht,Hoodlass,55,Male,01-03-1912,6.22,89.58,ZAM,6
305,Scottie,Clampe,32,Male,01-05-1932,4,64.69,GAB,25
306,Leia,Stute,36,Female,12-02-1934,6.33,97.99,INA,30
307,Eden,Kinrade,65,Female,21-01-1960,5.3,97.31,POR,41
308,Tracie,Aizikovitch,46,Male,31-10-1962,6.23,84.53,ESA,26
309,Edvard,Beckhouse,51,Male,07-06-2005,6.73,58.07,ZIM,60
310,Benedick,Metterick,55,Male,08-12-1902,4.94,99.85,UNK,47
311,Gwendolyn,Vedeneev,36,Female,18-03-1906,6.47,53.4,LBA,48
312,Loy,Dobinson,45,Male,21-10-1926,6.57,97.63,VEN,49
313,Anastasia,Efford,48,Female,22-11-1908,6.11,55.39,SEN,5
314,Lishe,Nottingam,31,Female,14-11-1981,4.1,93.51,LIE,15
315,Eugenius,Lidgerton,40,Male,12-05-1927,6.53,101.88,PAR,26
316,Dorry,Tabord,40,Female,26-02-1923,5.91,107.4,ROC,40
317,Laural,Emanuel,30,Female,19-06-2022,5.02,69.62,RWA,15
318,Charil,Fantham,31,Female,14-06-2020,6.08,70.97,AHO,31
319,Llywellyn,Heel,45,Female,06-11-2012,6.58,86.68,PAK,11
320,Cortie,Geydon,19,Male,09-12-1988,6.88,69.33,DMA,50
321,Granville,Somerscales,24,Male,01-12-1967,5.76,101,PNG,26
322,Rosco,Eynald,39,Male,12-09-1948,4.01,52.27,CYP,36
323,Meade,Tarry,24,Male,27-07-1949,5.16,99.4,UNK,22
324,Roberta,Aslen,55,Female,15-08-1919,5.63,63.38,TUR,60
325,Salomi,Bennen,20,Female,11-09-1939,6.8,101.02,CMR,10
326,Anthiathia,Demogeot,50,Genderfluid,04-07-1942,6.37,52.31,NEP,46
327,Rubetta,Casier,17,Female,24-05-1955,4.53,79.46,TUV,7
328,Clio,Rahlof,54,Female,02-08-1963,4.36,77.38,TKM,7
329,Rolf,Duligall,33,Male,09-01-1968,6.84,108.55,ALG,59
330,Kennie,Hansman,20,Bigender,24-08-1980,5.48,75.81,GEO,10
331,Nollie,Inglesent,52,Female,08-11-2002,4.05,54.31,MON,45
332,Harriot,McAuley,58,Female,23-07-1947,6.63,83.8,CHI,17
333,Abra,Aslam,37,Female,03-03-1923,6.28,109.22,GBS,10
334,Vasilis,Capener,61,Male,17-02-2013,6.28,95.02,SAM,42
335,Tomlin,Drinkhall,37,Male,18-04-2021,4.22,88.36,MOZ,52
336,Glynn,Barlas,52,Genderfluid,25-06-1901,6.02,56.49,TUR,3
337,Pat,Tallon,51,Male,02-12-1939,4.4,86.14,COL,14
338,Howey,Braunes,32,Male,03-11-1935,6.69,62.77,GER,41
339,Arvie,Doy,43,Male,15-10-2021,6.06,83.99,MLI,44
340,Giustino,Poulsum,55,Male,12-02-2001,4.46,62.15,FSM,48
341,Geri,Stopps,54,Female,13-03-1972,5.88,107.4,ERI,5
342,Tine,Beesey,55,Female,08-08-2009,5.98,109.52,TKM,35
343,Myrtice,Tennock,23,Female,09-07-1986,4.74,85.7,UGA,24
344,Dorolice,Dransfield,20,Female,14-06-1994,5.65,104.92,KUW,59
345,Sonny,Bramwich,46,Polygender,17-09-1950,6.52,88.37,BAH,40
346,Nevsa,Stoyle,30,Female,08-09-1921,6.57,79.98,ARU,4
347,Gilbertina,Kowalski,23,Female,21-11-2014,4.73,78.81,SEN,21
348,Harald,Blackburne,21,Male,14-12-2021,4.07,54.41,FIN,32
349,Illa,Adamik,40,Female,24-09-1991,6.14,68.84,UKR,18
350,Justino,Stackbridge,26,Male,10-06-2016,4.55,49.59,BEL,58
351,Abner,Hugk,19,Male,25-10-1943,6.87,53.01,TUN,56
352,Joshia,Vakhrushin,26,Male,05-04-2017,6.65,99.42,RUS,37
353,Morgana,Redborn,49,Female,24-11-1942,5.25,74.39,MIX,59
354,Aldric,Popov,16,Genderfluid,03-08-1914,4.48,63.97,BRN,50
355,Dave,Durrington,25,Male,08-04-2007,6.41,62.51,PRK,56
356,Tamra,Sancho,34,Polygender,18-11-1908,5.4,100.73,BOL,42
357,Marlyn,Seres,21,Female,26-03-1951,4.35,83.69,UNK,11
358,Ileana,Friday,65,Female,02-10-1976,4.73,50.81,SUD,50
359,Augusta,Wivell,33,Transgender,28-04-1980,6.62,76.33,DOM,22
360,Jena,Smallsman,45,Female,26-09-1973,4.79,84.12,CHN,39
361,Towney,Roelofs,55,Polygender,10-11-1914,6.39,68.98,TKM,46
362,Nancee,Sperski,41,Female,27-12-1924,6.43,104.88,SKN,45
